monkey_id,pick_date,code,name,market,close
0,2025-12-19,1233,天仁茶業股份有限公司,TWSE,31.8
0,2025-12-19,3322,建舜電子製造股份有限公司,OTC,15.65
0,2025-12-19,4116,明基三豐醫療器材股份有限公司,OTC,43.14
0,2025-12-19,4564,元翎精密工業股份有限公司,TWSE,17.25
0,2025-12-19,8102,傑霖科技股份有限公司,OTC,65.43
1,2025-12-19,8411,福貞控股股份有限公司,TWSE,12.2
1,2025-12-19,3322,建舜電子製造股份有限公司,OTC,15.65
1,2025-12-19,1444,力麗企業股份有限公司,TWSE,6.03
1,2025-12-19,3447,展達通訊股份有限公司,TWSE,45.42
1,2025-12-19,4772,台灣特品化學股份有限公司,OTC,292.86
2,2025-12-19,4416,三圓建設股份有限公司,OTC,35.0
2,2025-12-19,2457,飛宏科技股份有限公司,TWSE,29.2
2,2025-12-19,1418,東華龍股份有限公司,TWSE,19.25
2,2025-12-19,2015,豐興鋼鐵股份有限公司,TWSE,60.8
2,2025-12-19,2852,第一產物保險股份有限公司,TWSE,26.57
3,2025-12-19,3026,禾伸堂企業股份有限公司,TWSE,99.36
3,2025-12-19,4974,亞泰影像科技股份有限公司,OTC,67.09
3,2025-12-19,4994,傳奇網路遊戲股份有限公司,TWSE,90.87
3,2025-12-19,1570,力肯實業股份有限公司,OTC,31.11
3,2025-12-19,2395,研華股份有限公司,TWSE,282.5
4,2025-12-19,1470,大統新創股份有限公司,TWSE,22.3
4,2025-12-19,4166,友霖生技醫藥股份有限公司,OTC,25.45
4,2025-12-19,3169,亞信電子股份有限公司,OTC,91.57
4,2025-12-19,3138,耀登科技股份有限公司,TWSE,102.0
4,2025-12-19,2014,中鴻鋼鐵股份有限公司,TWSE,15.25
5,2025-12-19,6588,東典光電科技股份有限公司,OTC,47.0
5,2025-12-19,6637,醫影股份有限公司,OTC,78.0
5,2025-12-19,5014,建錩實業股份有限公司,OTC,10.1
5,2025-12-19,3085,台鋼新零售股份有限公司,OTC,14.7
5,2025-12-19,5460,同協電子股份有限公司,OTC,15.7
6,2025-12-19,4142,國光生物科技股份有限公司,TWSE,19.45
6,2025-12-19,6596,寬宏藝術經紀股份有限公司,OTC,124.43
6,2025-12-19,6637,醫影股份有限公司,OTC,78.0
6,2025-12-19,2338,台灣光罩股份有限公司,TWSE,35.35
6,2025-12-19,3567,逸昌科技股份有限公司,OTC,25.3
7,2025-12-19,3711,日月光投資控股股份有限公司,TWSE,227.42
7,2025-12-19,3558,神準科技股份有限公司,OTC,130.5
7,2025-12-19,8213,志超科技股份有限公司,TWSE,33.1
7,2025-12-19,6597,立誠光電股份有限公司,OTC,58.88
7,2025-12-19,4584,君帆工業股份有限公司,OTC,48.9
8,2025-12-19,6771,平和環保科技股份有限公司,TWSE,41.57
8,2025-12-19,7716,昱臺國際股份有限公司,OTC,23.98
8,2025-12-19,2360,致茂電子股份有限公司,TWSE,734.79
8,2025-12-19,7792,安葆國際實業股份有限公司,OTC,201.1
8,2025-12-19,9930,中聯資源股份有限公司,TWSE,66.29
9,2025-12-19,3501,維熹科技股份有限公司,TWSE,48.5
9,2025-12-19,6625,必應創造股份有限公司,TWSE,75.29
9,2025-12-19,5531,鄉林建設事業股份有限公司,TWSE,9.19
9,2025-12-19,3564,其陽科技股份有限公司,OTC,46.55
9,2025-12-19,4716,大立高分子工業股份有限公司,OTC,16.9
